Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<MyStg2nd::SplineSource>::~GgafResourceManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafCore::GgafActorDispatcher>::getConnection(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafCore::GgafActorDispatcher>::getConnection(char*, void*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafCore::GgafActorDispatcher>::createResource(char*, void*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafCore::GgafActorDispatcher>::createResourceConnection(char*, GgafCore::GgafActorDispatcher*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafCore::GgafActorDispatcher>::add(GgafCore::GgafResourceConnection<GgafCore::GgafActorDispatcher>*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafCore::GgafActorDispatcher>::find(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafCore::GgafActorDispatcher>::GgafResourceManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafCore::GgafActorDispatcher>::~GgafResourceManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceConnection<GgafCore::GgafActorDispatcher>::close()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceConnection<GgafCore::GgafActorDispatcher>::GgafResourceConnection(char*, GgafCore::GgafActorDispatcher*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceConnection<GgafCore::GgafActorDispatcher>::~GgafResourceConnection()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafGod::syncTimeFrame()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafGod::GgafGod()
  0.00     30.14     0.00        1     0.00     0.01  GgafCore::GgafGod::~GgafGod()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameGlobal::init()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::LaserMagic::processOnAbandon(int)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::LaserMagic::LaserMagic(char const*, MyStg2nd::MagicMeter*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::LaserMagic::~LaserMagic()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::LaserMagic::~LaserMagic()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MagicMeter::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MagicMeter::onActive()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MagicMeter::MagicMeter(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MagicMeter::~MagicMeter()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MagicMeter::~MagicMeter()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Properties::load(std::string)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Properties::clean()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::SpeedMagic::SpeedMagic(char const*, MyStg2nd::MagicMeter*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::SpeedMagic::~SpeedMagic()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::SpeedMagic::~SpeedMagic()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::StageScene::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::StageScene::StageScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::StageScene::~StageScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::CommonScene::initialize()
  0.00     30.14     0.00        1     0.00     0.01  MyStg2nd::CommonScene::CommonScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::CommonScene::~CommonScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::CommonScene::~CommonScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EnemyThalia::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EnemyThalia::onInactive()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EnemyThalia::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EnemyThalia::setSplineProgram(GgafDx9Core::GgafDx9SplineProgram*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EnemyThalia::setDispatcher_Shot(GgafCore::GgafActorDispatcher*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EnemyThalia::onActive()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EnemyThalia::EnemyThalia(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EnemyThalia::~EnemyThalia()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EnemyThalia::~EnemyThalia()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::LockonMagic::LockonMagic(char const*, MyStg2nd::MagicMeter*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::LockonMagic::~LockonMagic()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::LockonMagic::~LockonMagic()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MyShipScene::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MyShipScene::onActive()
  0.00     30.14     0.00        1     0.00     0.01  MyStg2nd::MyShipScene::MyShipScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MyShipScene::~MyShipScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MyShipScene::~MyShipScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::OptionMagic::processCastBegin()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::OptionMagic::processExpireBegin()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::OptionMagic::processInvokeBegin()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::OptionMagic::OptionMagic(char const*, MyStg2nd::MagicMeter*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::OptionMagic::~OptionMagic()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::OptionMagic::~OptionMagic()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::CameraWorker::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::PreDrawScene::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::PreDrawScene::PreDrawScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::PreDrawScene::~PreDrawScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::PreDrawScene::~PreDrawScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Stage01Scene::initialize()
  0.00     30.14     0.00        1     0.00     0.01  MyStg2nd::Stage01Scene::Stage01Scene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Stage01Scene::~Stage01Scene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Stage01Scene::~Stage01Scene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::TorpedoMagic::processOnAbandon(int)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::TorpedoMagic::TorpedoMagic(char const*, MyStg2nd::MagicMeter*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::TorpedoMagic::~TorpedoMagic()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::TorpedoMagic::~TorpedoMagic()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Wall001Prism::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameDemoScene::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameDemoScene::processReset()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameDemoScene::GameDemoScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameDemoScene::~GameDemoScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameDemoScene::~GameDemoScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameMainScene::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameMainScene::readyStage(int)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameMainScene::GameMainScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameMainScene::~GameMainScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameMainScene::~GameMainScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameOverScene::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameOverScene::processReset()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameOverScene::GameOverScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameOverScene::~GameOverScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameOverScene::~GameOverScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::HoshiBoshi001::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::HoshiBoshi001::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::HoshiBoshi001::onActive()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::HoshiBoshi001::HoshiBoshi001(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::HoshiBoshi001::~HoshiBoshi001()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::HoshiBoshi001::~HoshiBoshi001()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::SplineManager::SplineManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::SplineManager::~SplineManager()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::SplineManager::~SplineManager()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EffectMagic001::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EffectTurbo001::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EffectTurbo001::EffectTurbo001(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EffectTurbo001::~EffectTurbo001()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::EffectTurbo001::~EffectTurbo001()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameTitleScene::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameTitleScene::onActive()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameTitleScene::GameTitleScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameTitleScene::~GameTitleScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameTitleScene::~GameTitleScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MyTorpedoBlast::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::FormationThalia::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::FormationThalia::onActive()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::FormationThalia::FormationThalia(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::FormationThalia::~FormationThalia()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::FormationThalia::~FormationThalia()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameEndingScene::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameEndingScene::processReset()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameEndingScene::GameEndingScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameEndingScene::~GameEndingScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameEndingScene::~GameEndingScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Spline3DManager::Spline3DManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Spline3DManager::~Spline3DManager()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Spline3DManager::~Spline3DManager()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::VamSysCamWorker::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::VamSysCamWorker::onSwitchedCameraWork()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::VamSysCamWorker::VamSysCamWorker(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::VamSysCamWorker::~VamSysCamWorker()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::VamSysCamWorker::~VamSysCamWorker()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::DefaultCamWorker::DefaultCamWorker(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::DefaultCamWorker::~DefaultCamWorker()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::DefaultCamWorker::~DefaultCamWorker()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::DispatcherManager::processCreateResource(char*, void*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::DispatcherManager::processCreateConnection(char*, GgafCore::GgafActorDispatcher*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::DispatcherManager::DispatcherManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::DispatcherManager::~DispatcherManager()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::DispatcherManager::~DispatcherManager()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GamePreTitleScene::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GamePreTitleScene::GamePreTitleScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GamePreTitleScene::~GamePreTitleScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GamePreTitleScene::~GamePreTitleScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::LabelGecchi16Font::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Stage01Controller::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Stage01Controller::Stage01Controller(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Stage01Controller::~Stage01Controller()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Stage01Controller::~Stage01Controller()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameBeginningScene::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameBeginningScene::onActive()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameBeginningScene::GameBeginningScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameBeginningScene::~GameBeginningScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::GameBeginningScene::~GameBeginningScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MyOptionController::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MyOptionController::onActive()
  0.00     30.14     0.00        1     0.00     0.01  MyStg2nd::MyOptionController::MyOptionController(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MyOptionController::~MyOptionController()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::MyOptionController::~MyOptionController()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Stage01WalledScene::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Stage01WalledScene::onActive()
  0.00     30.14     0.00        1     0.00     0.03  MyStg2nd::Stage01WalledScene::Stage01WalledScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Stage01WalledScene::~Stage01WalledScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::Stage01WalledScene::~Stage01WalledScene()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::WorldBoundSpace001::initialize()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::WorldBoundSpace001::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.01  MyStg2nd::WorldBoundSpace001::WorldBoundSpace001(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::WorldBoundSpace001::~WorldBoundSpace001()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::WorldBoundSpace001::~WorldBoundSpace001()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::CameraWorkerManager::CameraWorkerManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::CameraWorkerManager::~CameraWorkerManager()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::CameraWorkerManager::~CameraWorkerManager()
  0.00     30.14     0.00        1     0.00     0.00  MyStg2nd::DispatcherConnection::processReleaseResource(GgafCore::GgafActorDispatcher*)
